Origin,Destination,Shipment Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed,Delivery Difference (Days)
Hyderabad,Delhi,2024-01-14,Trailer,1666,Clear,Heavy,1,2
Bangalore,Chennai,2024-05-17,Container,792,Clear,Light,0,0
Jaipur,Delhi,2024-02-29,Lorry,478,Clear,Heavy,1,2
Delhi,Chennai,2024-04-08,Container,614,Clear,Moderate,1,1
Hyderabad,Kolkata,2023-07-27,Container,1547,Clear,Light,1,2
Ahmedabad,Chennai,2023-06-10,Truck,1008,Storm,Moderate,1,4
Jaipur,Chennai,2023-01-31,Trailer,1519,Clear,Heavy,1,2
Hyderabad,Jaipur,2023-06-24,Truck,1319,Rain,Light,1,1
Hyderabad,Chennai,2023-03-11,Trailer,783,Storm,Moderate,1,7
Bangalore,Delhi,2023-05-23,Lorry,745,Clear,Light,1,5
Mumbai,Bangalore,2024-04-26,Trailer,1110,Clear,Moderate,1,3
Delhi,Pune,2023-01-24,Truck,1624,Fog,Light,1,2
Delhi,Hyderabad,2023-10-10,Lorry,1575,Rain,Moderate,1,4
Hyderabad,Lucknow,2024-05-10,Trailer,1715,Clear,Light,0,0
Lucknow,Delhi,2023-05-25,Trailer,962,Fog,Moderate,1,3
Kolkata,Pune,2023-01-28,Lorry,387,Fog,Light,1,2
Kolkata,Hyderabad,2023-09-05,Container,1825,Clear,Light,1,2
Delhi,Hyderabad,2023-10-22,Trailer,697,Clear,Light,0,0
Delhi,Kolkata,2023-08-07,Container,1384,Storm,Light,1,3
Bangalore,Pune,2023-07-04,Truck,610,Fog,Heavy,1,4
Hyderabad,Lucknow,2023-08-12,Truck,1148,Clear,Light,1,3
Ahmedabad,Kolkata,2023-12-21,Truck,807,Rain,Light,1,1
Pune,Kolkata,2024-03-27,Trailer,208,Rain,Light,1,1
Mumbai,Kolkata,2023-12-09,Truck,981,Clear,Light,0,0
Kolkata,Chennai,2023-09-03,Truck,1373,Clear,Light,0,0
Ahmedabad,Kolkata,2023-02-25,Container,804,Rain,Light,1,1
Pune,Ahmedabad,2023-09-20,Container,208,Fog,Light,1,2
Jaipur,Ahmedabad,2024-05-10,Trailer,1337,Clear,Moderate,1,1
Chennai,Delhi,2023-05-18,Trailer,671,Clear,Light,0,0
Chennai,Lucknow,2023-10-07,Container,1901,Clear,Moderate,1,1
Lucknow,Hyderabad,2023-11-03,Container,986,Clear,Moderate,1,1
Jaipur,Pune,2023-05-12,Lorry,1111,Rain,Heavy,1,3
Kolkata,Ahmedabad,2024-01-21,Trailer,1673,Storm,Moderate,1,4
Mumbai,Lucknow,2023-11-06,Lorry,1857,Clear,Light,0,0
Ahmedabad,Lucknow,2024-02-29,Lorry,1980,Clear,Moderate,1,3
Hyderabad,Pune,2023-01-31,Lorry,367,Storm,Moderate,1,4
Jaipur,Bangalore,2023-09-16,Trailer,849,Storm,Heavy,1,5
Mumbai,Chennai,2023-01-22,Trailer,1352,Clear,Light,0,0
Delhi,Ahmedabad,2023-09-06,Container,407,Rain,Light,1,1
Pune,Chennai,2024-02-27,Lorry,737,Clear,Heavy,1,2
Hyderabad,Kolkata,2024-02-14,Trailer,747,Clear,Light,1,3
Delhi,Chennai,2023-05-06,Truck,905,Rain,Moderate,1,6
Mumbai,Jaipur,2024-05-18,Truck,681,Clear,Light,0,0
Pune,Kolkata,2023-06-20,Container,318,Clear,Moderate,1,1
Mumbai,Kolkata,2024-04-04,Trailer,1794,Clear,Moderate,1,1
Pune,Ahmedabad,2023-04-30,Truck,1083,Clear,Heavy,1,2
Pune,Chennai,2023-03-18,Truck,1942,Rain,Heavy,1,3
Ahmedabad,Hyderabad,2023-10-01,Container,617,Clear,Heavy,1,2
Pune,Bangalore,2023-04-18,Truck,713,Clear,Light,1,3
Kolkata,Chennai,2023-06-19,Lorry,1525,Rain,Heavy,1,3
Chennai,Pune,2024-02-02,Trailer,1853,Clear,Moderate,1,-1
Delhi,Jaipur,2023-11-30,Container,1674,Clear,Moderate,1,1
Pune,Jaipur,2023-01-20,Trailer,1099,Rain,Light,1,1
Lucknow,Bangalore,2024-02-21,Truck,1324,Rain,Light,1,1
Hyderabad,Chennai,2023-03-29,Container,1536,Clear,Moderate,1,5
Hyderabad,Bangalore,2024-02-18,Trailer,1170,Clear,Moderate,1,1
Bangalore,Jaipur,2024-04-16,Lorry,1201,Rain,Light,1,1
Hyderabad,Kolkata,2023-04-22,Truck,1864,Fog,Light,1,2
Jaipur,Ahmedabad,2024-01-17,Container,216,Clear,Heavy,1,2
Mumbai,Hyderabad,2023-04-04,Trailer,848,Clear,Moderate,1,5
Chennai,Lucknow,2023-09-30,Truck,492,Rain,Light,1,1
Jaipur,Chennai,2023-03-05,Truck,1472,Clear,Light,0,0
Mumbai,Hyderabad,2023-09-22,Container,839,Rain,Heavy,1,8
Ahmedabad,Jaipur,2024-04-22,Truck,1815,Clear,Heavy,1,4
Hyderabad,Pune,2023-01-18,Lorry,1358,Clear,Moderate,1,3
Pune,Hyderabad,2024-05-02,Lorry,1832,Clear,Heavy,1,4
Jaipur,Lucknow,2023-10-06,Truck,1667,Clear,Light,1,3
Bangalore,Jaipur,2024-02-11,Lorry,234,Clear,Heavy,1,2
Jaipur,Lucknow,2023-07-31,Lorry,1124,Clear,Light,0,0
Ahmedabad,Delhi,2023-04-24,Truck,1464,Clear,Moderate,1,1
Pune,Jaipur,2024-04-23,Trailer,721,Rain,Moderate,1,2
Delhi,Hyderabad,2024-01-10,Lorry,1266,Clear,Light,0,0
Ahmedabad,Lucknow,2024-05-19,Container,853,Clear,Moderate,1,1
Jaipur,Ahmedabad,2023-01-10,Truck,315,Clear,Light,1,4
Chennai,Ahmedabad,2024-04-07,Trailer,1782,Clear,Moderate,1,5
Pune,Delhi,2023-06-25,Truck,223,Rain,Moderate,1,2
Lucknow,Pune,2023-11-30,Truck,335,Clear,Moderate,1,1
Mumbai,Bangalore,2024-04-19,Lorry,276,Fog,Moderate,1,3
Delhi,Pune,2023-12-22,Lorry,1644,Clear,Moderate,1,1
Mumbai,Kolkata,2024-02-05,Truck,752,Rain,Light,1,1
Kolkata,Bangalore,2024-01-27,Truck,1893,Fog,Moderate,1,3
Hyderabad,Ahmedabad,2023-11-13,Lorry,1569,Clear,Light,0,0
Mumbai,Kolkata,2023-10-25,Truck,277,Clear,Light,0,0
Jaipur,Delhi,2024-03-09,Container,1042,Clear,Moderate,1,1
Delhi,Jaipur,2023-05-06,Lorry,1642,Clear,Moderate,1,1
Mumbai,Lucknow,2023-04-12,Lorry,789,Clear,Light,0,0
Chennai,Delhi,2024-01-19,Trailer,1322,Clear,Moderate,1,1
Pune,Hyderabad,2023-11-11,Trailer,564,Rain,Heavy,1,3
Lucknow,Bangalore,2023-07-30,Container,1580,Rain,Light,1,3
Pune,Ahmedabad,2024-05-31,Container,1235,Clear,Moderate,1,1
Jaipur,Kolkata,2023-12-27,Trailer,805,Rain,Light,1,1
Jaipur,Mumbai,2024-05-04,Trailer,1465,Clear,Moderate,1,1
Lucknow,Kolkata,2023-10-08,Lorry,507,Clear,Light,0,0
Pune,Delhi,2023-02-07,Lorry,1614,Clear,Heavy,1,2
Ahmedabad,Mumbai,2024-01-01,Truck,1570,Clear,Light,1,3
Bangalore,Mumbai,2023-07-30,Container,1474,Clear,Moderate,1,6
Lucknow,Mumbai,2024-01-22,Lorry,1282,Fog,Moderate,1,8
Delhi,Bangalore,2024-03-29,Truck,1891,Clear,Moderate,1,4
Hyderabad,Bangalore,2023-07-20,Lorry,603,Rain,Light,1,-1
Hyderabad,Chennai,2023-09-19,Trailer,656,Rain,Light,1,5
Delhi,Chennai,2024-04-12,Trailer,363,Clear,Light,0,0
Delhi,Lucknow,2024-01-22,Lorry,263,Clear,Moderate,1,1
Hyderabad,Chennai,2024-03-27,Trailer,927,Rain,Light,1,1
Ahmedabad,Lucknow,2023-10-07,Container,1418,Storm,Light,1,7
Jaipur,Delhi,2024-02-02,Trailer,318,Clear,Light,1,2
Pune,Delhi,2023-08-19,Container,1342,Clear,Light,0,0
Delhi,Pune,2023-09-02,Container,1614,Clear,Light,0,0
Bangalore,Lucknow,2023-08-02,Trailer,1345,Clear,Moderate,1,1
Mumbai,Jaipur,2024-01-19,Container,215,Clear,Light,0,0
Chennai,Hyderabad,2023-05-16,Trailer,1229,Clear,Light,0,0
Hyderabad,Chennai,2024-01-01,Lorry,525,Rain,Light,1,1
Mumbai,Delhi,2023-09-29,Lorry,499,Rain,Moderate,1,2
Bangalore,Mumbai,2023-03-31,Lorry,1153,Rain,Heavy,1,3
Bangalore,Ahmedabad,2023-04-30,Trailer,782,Clear,Light,0,0
Hyderabad,Ahmedabad,2024-03-30,Container,563,Rain,Moderate,1,5
Hyderabad,Chennai,2023-09-18,Container,924,Clear,Light,0,0
Chennai,Mumbai,2023-09-08,Container,1175,Clear,Light,1,5
Kolkata,Delhi,2023-11-27,Truck,791,Clear,Moderate,1,1
Chennai,Bangalore,2023-09-18,Lorry,328,Rain,Light,1,1
Mumbai,Pune,2023-12-16,Lorry,1655,Fog,Moderate,1,7
Bangalore,Chennai,2023-04-10,Trailer,1962,Clear,Moderate,1,1
Mumbai,Lucknow,2023-08-20,Trailer,791,Storm,Light,1,5
Lucknow,Kolkata,2024-02-27,Trailer,1973,Clear,Light,0,0
Jaipur,Chennai,2023-01-23,Truck,262,Fog,Moderate,1,8
Kolkata,Lucknow,2023-05-24,Lorry,1931,Fog,Light,1,2
Mumbai,Hyderabad,2023-04-13,Trailer,1054,Clear,Light,0,0
Hyderabad,Lucknow,2023-10-02,Truck,1631,Clear,Light,0,0
Mumbai,Lucknow,2024-05-22,Lorry,871,Clear,Moderate,1,1
Ahmedabad,Kolkata,2023-05-05,Lorry,261,Clear,Heavy,1,2
Mumbai,Pune,2024-03-26,Truck,590,Rain,Light,1,1
Mumbai,Bangalore,2024-04-26,Lorry,464,Clear,Light,1,4
Delhi,Ahmedabad,2023-03-17,Truck,1705,Rain,Light,1,6
Pune,Mumbai,2024-06-01,Truck,905,Rain,Moderate,1,2
Hyderabad,Mumbai,2024-04-22,Truck,1712,Clear,Light,0,0
Delhi,Kolkata,2023-08-24,Trailer,1874,Clear,Light,1,2
Ahmedabad,Delhi,2024-01-06,Lorry,1708,Clear,Light,0,0
Lucknow,Chennai,2023-01-24,Trailer,945,Clear,Light,0,0
Kolkata,Hyderabad,2023-05-09,Truck,656,Clear,Light,0,0
Ahmedabad,Bangalore,2023-10-29,Trailer,1322,Rain,Light,1,4
Delhi,Lucknow,2023-12-26,Container,1891,Clear,Heavy,1,2
Lucknow,Ahmedabad,2024-01-27,Lorry,722,Rain,Heavy,1,3
Bangalore,Ahmedabad,2023-11-13,Truck,1447,Clear,Light,0,0
Chennai,Jaipur,2023-12-09,Container,953,Clear,Light,0,0
Ahmedabad,Lucknow,2023-02-21,Trailer,497,Clear,Moderate,1,1
Mumbai,Kolkata,2024-02-23,Truck,1362,Clear,Light,0,0
Chennai,Ahmedabad,2023-08-27,Truck,1196,Clear,Light,0,0
Lucknow,Chennai,2023-11-30,Lorry,1250,Clear,Light,1,5
Hyderabad,Bangalore,2023-02-26,Truck,1100,Clear,Light,1,4
Chennai,Pune,2023-04-29,Trailer,1528,Clear,Light,0,0
Lucknow,Pune,2024-03-25,Lorry,479,Clear,Heavy,1,4
Jaipur,Lucknow,2023-12-17,Trailer,261,Clear,Heavy,1,5
Kolkata,Mumbai,2023-02-13,Container,1899,Clear,Light,0,0
Hyderabad,Delhi,2023-09-30,Lorry,840,Clear,Moderate,1,1
Mumbai,Hyderabad,2024-01-31,Truck,652,Clear,Light,0,0
Lucknow,Bangalore,2024-04-12,Trailer,584,Clear,Moderate,1,1
Pune,Jaipur,2023-03-07,Truck,1646,Clear,Moderate,1,6
Bangalore,Delhi,2024-05-10,Lorry,329,Clear,Moderate,1,1
Hyderabad,Ahmedabad,2024-01-27,Container,1483,Clear,Light,0,0
Bangalore,Chennai,2024-01-02,Container,526,Clear,Heavy,1,5
Mumbai,Chennai,2023-11-21,Trailer,255,Clear,Light,0,0
Hyderabad,Jaipur,2024-05-24,Trailer,650,Clear,Light,0,0
Chennai,Jaipur,2023-08-07,Lorry,1134,Clear,Light,0,0
Mumbai,Delhi,2023-10-30,Lorry,1658,Clear,Heavy,1,2
Bangalore,Chennai,2023-11-23,Truck,231,Clear,Moderate,1,1
Jaipur,Pune,2023-06-16,Container,606,Clear,Moderate,1,1
Kolkata,Mumbai,2023-11-09,Lorry,1130,Clear,Light,0,0
Jaipur,Delhi,2023-03-19,Lorry,327,Clear,Moderate,1,1
Mumbai,Chennai,2024-05-23,Truck,448,Clear,Heavy,1,2
Chennai,Jaipur,2024-04-13,Container,1434,Clear,Light,1,3
Pune,Ahmedabad,2024-01-06,Truck,840,Rain,Light,1,6
Hyderabad,Pune,2023-02-19,Truck,321,Clear,Moderate,1,1
Bangalore,Lucknow,2024-05-16,Truck,862,Clear,Light,0,0
Jaipur,Hyderabad,2023-09-03,Truck,913,Fog,Moderate,1,3
Hyderabad,Mumbai,2023-12-27,Trailer,812,Clear,Moderate,1,1
Bangalore,Kolkata,2023-11-22,Container,1424,Clear,Moderate,1,1
Kolkata,Lucknow,2023-11-04,Lorry,1603,Clear,Moderate,1,1
Hyderabad,Ahmedabad,2024-01-23,Truck,1284,Clear,Moderate,1,5
Hyderabad,Ahmedabad,2024-05-17,Truck,1555,Fog,Moderate,1,3
Hyderabad,Mumbai,2023-05-28,Lorry,442,Fog,Moderate,1,3
Chennai,Hyderabad,2024-04-27,Trailer,429,Rain,Light,1,1
Ahmedabad,Lucknow,2023-08-31,Lorry,669,Clear,Light,0,0
Kolkata,Ahmedabad,2024-04-09,Trailer,1744,Rain,Light,1,4
Hyderabad,Delhi,2024-01-04,Truck,1353,Clear,Moderate,1,1
Chennai,Jaipur,2024-04-01,Container,699,Clear,Light,0,0
Kolkata,Chennai,2023-03-15,Container,1672,Fog,Heavy,1,4
Mumbai,Kolkata,2023-05-19,Trailer,226,Rain,Heavy,1,3
Jaipur,Bangalore,2023-04-29,Lorry,1290,Clear,Light,0,0
Hyderabad,Ahmedabad,2023-12-04,Lorry,1343,Rain,Light,1,1
Pune,Jaipur,2024-01-25,Trailer,1276,Clear,Light,0,0
Jaipur,Delhi,2023-11-07,Truck,711,Rain,Light,1,1
Kolkata,Ahmedabad,2024-05-27,Truck,1541,Rain,Light,1,1
Lucknow,Bangalore,2023-01-14,Container,1453,Clear,Light,1,2
Pune,Delhi,2023-12-16,Container,1423,Clear,Moderate,1,1
Pune,Kolkata,2023-11-29,Truck,1562,Clear,Moderate,1,1
Hyderabad,Mumbai,2024-02-02,Container,1573,Storm,Moderate,1,8
Lucknow,Ahmedabad,2023-01-21,Lorry,1656,Clear,Light,0,0
Hyderabad,Chennai,2023-09-12,Trailer,968,Fog,Moderate,1,5
Chennai,Kolkata,2023-07-15,Truck,1971,Clear,Light,0,0
Lucknow,Mumbai,2024-01-20,Truck,1263,Storm,Light,1,8
Lucknow,Pune,2023-09-30,Trailer,1598,Clear,Light,1,3
Jaipur,Ahmedabad,2023-08-13,Lorry,704,Fog,Light,1,4
Bangalore,Pune,2024-04-21,Truck,514,Clear,Heavy,1,4
Bangalore,Pune,2023-06-28,Lorry,963,Clear,Light,0,0
Kolkata,Delhi,2024-05-26,Truck,1492,Clear,Light,1,5
Pune,Delhi,2024-02-24,Container,1247,Clear,Light,0,0
Jaipur,Ahmedabad,2023-12-03,Lorry,551,Clear,Moderate,1,1
Mumbai,Bangalore,2023-02-26,Trailer,1056,Clear,Light,0,0
Bangalore,Pune,2023-09-01,Trailer,1373,Clear,Moderate,1,1
Kolkata,Jaipur,2024-04-13,Trailer,1157,Clear,Light,0,0
Delhi,Lucknow,2023-05-08,Trailer,322,Clear,Light,0,0
Mumbai,Kolkata,2023-09-28,Lorry,786,Clear,Heavy,1,6
Chennai,Ahmedabad,2024-05-29,Truck,1909,Clear,Heavy,1,7
Pune,Kolkata,2024-02-20,Trailer,1042,Clear,Light,0,0
Ahmedabad,Lucknow,2023-03-27,Truck,575,Clear,Light,0,0
Kolkata,Delhi,2024-04-24,Lorry,481,Rain,Moderate,1,2
Lucknow,Delhi,2023-03-22,Truck,1726,Clear,Heavy,1,4
Kolkata,Ahmedabad,2023-09-15,Trailer,1997,Clear,Heavy,1,2
Kolkata,Hyderabad,2023-08-12,Lorry,1858,Clear,Moderate,1,1
Lucknow,Kolkata,2023-05-13,Lorry,1322,Clear,Moderate,1,1
Pune,Hyderabad,2023-09-29,Truck,403,Storm,Light,1,3
Pune,Jaipur,2023-12-30,Truck,1528,Clear,Light,0,0
Pune,Chennai,2023-05-07,Truck,979,Rain,Light,1,1
Kolkata,Chennai,2024-04-06,Truck,1907,Clear,Light,1,3
Delhi,Pune,2023-01-13,Lorry,400,Clear,Light,0,0
Delhi,Kolkata,2023-12-15,Truck,1544,Clear,Moderate,1,1
Chennai,Ahmedabad,2023-06-04,Lorry,1214,Clear,Light,0,0
Jaipur,Hyderabad,2024-02-12,Lorry,566,Clear,Light,0,0
Kolkata,Jaipur,2023-01-07,Trailer,451,Clear,Moderate,1,1
Bangalore,Pune,2023-09-13,Container,1052,Clear,Heavy,1,-2
Lucknow,Kolkata,2023-11-10,Truck,1164,Clear,Moderate,1,4
Pune,Hyderabad,2023-11-21,Lorry,1382,Rain,Heavy,1,8
Delhi,Lucknow,2023-07-08,Trailer,437,Rain,Moderate,1,2
Kolkata,Bangalore,2024-05-25,Container,1549,Clear,Light,1,4
Jaipur,Ahmedabad,2023-06-06,Lorry,1382,Rain,Moderate,1,2
Ahmedabad,Jaipur,2023-08-18,Container,988,Rain,Moderate,1,7
Bangalore,Jaipur,2023-04-24,Lorry,1904,Clear,Light,0,0
Ahmedabad,Chennai,2023-09-01,Lorry,792,Clear,Moderate,1,1
Lucknow,Delhi,2023-01-03,Container,1633,Rain,Light,1,1
Delhi,Mumbai,2024-04-28,Container,1491,Rain,Heavy,1,3
Mumbai,Ahmedabad,2023-02-10,Trailer,1738,Clear,Moderate,1,1
Lucknow,Jaipur,2023-01-15,Trailer,1683,Rain,Heavy,1,3
Pune,Bangalore,2023-03-12,Container,1768,Clear,Heavy,1,2
Chennai,Mumbai,2023-01-19,Container,1476,Clear,Heavy,1,2
Kolkata,Pune,2024-02-07,Lorry,1893,Clear,Moderate,1,1
Delhi,Bangalore,2023-04-18,Container,626,Clear,Light,1,2
Ahmedabad,Kolkata,2024-04-23,Lorry,763,Clear,Moderate,1,1
Pune,Kolkata,2023-12-16,Truck,589,Clear,Moderate,1,1
Pune,Bangalore,2023-01-08,Container,1257,Clear,Moderate,1,1
Bangalore,Kolkata,2023-04-03,Truck,988,Rain,Heavy,1,3
Chennai,Pune,2024-03-19,Truck,275,Clear,Heavy,1,2
Pune,Jaipur,2023-06-20,Truck,985,Clear,Moderate,1,6
Delhi,Jaipur,2024-03-13,Lorry,1711,Fog,Light,1,2
Ahmedabad,Kolkata,2023-08-31,Lorry,1735,Fog,Light,1,2
Pune,Chennai,2023-04-19,Trailer,1461,Clear,Moderate,1,5
Chennai,Kolkata,2023-11-30,Lorry,1206,Rain,Light,1,1
Kolkata,Chennai,2023-03-23,Container,1765,Fog,Moderate,1,8
Mumbai,Ahmedabad,2023-01-12,Lorry,474,Clear,Moderate,1,1
Chennai,Jaipur,2023-02-02,Container,318,Clear,Moderate,1,1
Chennai,Hyderabad,2023-01-20,Truck,1810,Clear,Moderate,1,4
Ahmedabad,Mumbai,2023-08-07,Lorry,989,Clear,Light,0,0
Lucknow,Ahmedabad,2023-01-28,Container,1531,Fog,Moderate,1,3
Lucknow,Jaipur,2023-03-03,Container,795,Clear,Light,0,0
Mumbai,Delhi,2024-05-19,Container,1112,Clear,Moderate,1,1
Hyderabad,Ahmedabad,2023-08-02,Trailer,1493,Clear,Light,0,0
Bangalore,Chennai,2023-04-19,Container,247,Clear,Light,0,0
Pune,Mumbai,2023-03-21,Truck,1415,Clear,Light,0,0
Bangalore,Hyderabad,2023-03-13,Truck,467,Clear,Moderate,1,1
Ahmedabad,Mumbai,2023-04-28,Lorry,230,Clear,Light,0,0
Hyderabad,Pune,2024-05-18,Trailer,1980,Clear,Light,1,3
Chennai,Ahmedabad,2023-09-16,Truck,681,Clear,Light,1,2
Kolkata,Ahmedabad,2024-02-16,Truck,673,Clear,Light,0,0
Pune,Delhi,2023-04-03,Truck,957,Clear,Light,0,0
Delhi,Jaipur,2023-04-19,Lorry,1579,Fog,Heavy,1,4
Delhi,Kolkata,2024-05-08,Trailer,399,Clear,Light,0,0
Bangalore,Ahmedabad,2024-02-21,Container,827,Clear,Moderate,1,6
Chennai,Bangalore,2023-08-09,Trailer,537,Clear,Light,0,0
Delhi,Hyderabad,2023-07-15,Lorry,1533,Clear,Moderate,1,3
Kolkata,Mumbai,2024-01-20,Lorry,1287,Rain,Moderate,1,2
Hyderabad,Bangalore,2024-02-20,Truck,620,Clear,Light,0,0
Pune,Chennai,2023-11-02,Truck,1487,Clear,Light,0,0
Hyderabad,Kolkata,2024-04-30,Trailer,1404,Clear,Moderate,1,3
Ahmedabad,Jaipur,2023-12-07,Trailer,611,Fog,Moderate,1,3
Chennai,Jaipur,2023-09-09,Container,1148,Fog,Light,1,2
Hyderabad,Chennai,2023-01-15,Container,1669,Clear,Light,0,0
Jaipur,Chennai,2023-09-17,Lorry,1757,Clear,Heavy,1,2
Bangalore,Delhi,2023-12-08,Truck,1861,Clear,Moderate,1,1
Lucknow,Bangalore,2023-11-02,Lorry,1003,Clear,Moderate,1,1
Chennai,Jaipur,2024-05-14,Truck,746,Storm,Moderate,1,4
Lucknow,Pune,2024-02-19,Truck,555,Fog,Moderate,1,3
Delhi,Pune,2023-02-25,Truck,1151,Clear,Moderate,1,1
Bangalore,Chennai,2024-04-07,Container,202,Clear,Light,0,0
Pune,Ahmedabad,2024-05-30,Lorry,1563,Clear,Heavy,1,2
Delhi,Kolkata,2023-07-25,Lorry,1208,Clear,Light,0,0
Kolkata,Pune,2024-01-24,Truck,1200,Rain,Light,1,1
Pune,Ahmedabad,2023-10-27,Container,375,Clear,Moderate,1,4
Hyderabad,Jaipur,2023-09-26,Trailer,1904,Fog,Light,1,2
Ahmedabad,Pune,2023-10-01,Truck,1722,Rain,Light,1,3
Bangalore,Chennai,2024-05-26,Trailer,1914,Rain,Light,1,1
Ahmedabad,Lucknow,2023-02-06,Trailer,830,Storm,Light,1,3
Bangalore,Ahmedabad,2024-04-13,Container,1519,Rain,Light,1,1
Chennai,Ahmedabad,2024-02-17,Container,588,Clear,Moderate,1,1
Delhi,Lucknow,2023-03-12,Trailer,640,Clear,Moderate,1,1
Bangalore,Mumbai,2023-11-23,Trailer,1509,Clear,Light,0,0
Kolkata,Delhi,2023-11-04,Trailer,429,Clear,Light,0,0
Jaipur,Chennai,2023-10-07,Container,1476,Clear,Light,0,0
Hyderabad,Kolkata,2023-12-01,Truck,661,Clear,Light,0,0
Delhi,Hyderabad,2023-06-29,Truck,1798,Clear,Light,1,5
Mumbai,Kolkata,2024-05-19,Trailer,328,Clear,Light,0,0
Pune,Lucknow,2024-02-10,Container,1321,Rain,Moderate,1,-2
Pune,Mumbai,2023-05-03,Container,445,Clear,Light,0,0
Jaipur,Kolkata,2023-05-05,Truck,806,Rain,Moderate,1,6
Bangalore,Pune,2023-10-31,Trailer,938,Clear,Moderate,1,1
Mumbai,Chennai,2023-08-28,Trailer,1648,Rain,Light,1,4
Hyderabad,Lucknow,2023-06-03,Truck,498,Fog,Moderate,1,3
Jaipur,Mumbai,2024-03-13,Container,890,Clear,Moderate,1,1
Mumbai,Kolkata,2023-01-06,Truck,401,Clear,Moderate,1,1
Jaipur,Delhi,2023-12-12,Truck,1685,Rain,Heavy,1,3
Kolkata,Hyderabad,2023-09-27,Container,1163,Clear,Heavy,1,2
Lucknow,Delhi,2023-12-31,Lorry,1985,Clear,Moderate,1,1
Delhi,Bangalore,2023-06-07,Container,924,Clear,Light,0,0
Delhi,Ahmedabad,2023-03-20,Trailer,1468,Rain,Moderate,1,2
Jaipur,Chennai,2023-03-03,Trailer,1590,Storm,Light,1,3
Chennai,Delhi,2023-12-21,Lorry,1164,Rain,Light,1,1
Jaipur,Lucknow,2023-02-02,Trailer,1980,Clear,Heavy,1,2
Chennai,Ahmedabad,2023-10-12,Trailer,1661,Clear,Moderate,1,1
Lucknow,Bangalore,2024-04-27,Lorry,294,Clear,Moderate,1,1
Hyderabad,Ahmedabad,2023-02-24,Truck,521,Clear,Light,1,2
Ahmedabad,Bangalore,2024-03-09,Lorry,1403,Clear,Moderate,1,1
Hyderabad,Kolkata,2023-07-22,Container,1773,Clear,Light,0,0
Mumbai,Bangalore,2024-03-04,Trailer,670,Clear,Moderate,1,1
Bangalore,Kolkata,2023-12-22,Lorry,385,Clear,Heavy,1,7
Mumbai,Bangalore,2023-03-03,Container,1320,Rain,Moderate,1,2
Ahmedabad,Delhi,2023-09-25,Truck,1409,Clear,Moderate,1,1
Pune,Bangalore,2023-02-26,Container,898,Clear,Moderate,1,5
Delhi,Jaipur,2023-10-20,Truck,1107,Clear,Moderate,1,4
Delhi,Hyderabad,2024-02-07,Trailer,1115,Clear,Light,1,5
Lucknow,Ahmedabad,2023-12-09,Truck,1384,Clear,Moderate,1,1
Pune,Delhi,2023-09-14,Trailer,705,Clear,Moderate,1,1
Delhi,Ahmedabad,2023-08-14,Lorry,268,Clear,Light,1,4
Hyderabad,Chennai,2023-04-02,Container,1653,Clear,Light,0,0
Bangalore,Chennai,2023-05-30,Lorry,1807,Rain,Moderate,1,2
Lucknow,Jaipur,2023-11-23,Container,1763,Clear,Light,0,0
Hyderabad,Pune,2023-11-11,Lorry,1175,Clear,Moderate,1,1
Jaipur,Chennai,2024-05-09,Truck,492,Clear,Light,0,0
Chennai,Bangalore,2024-03-31,Lorry,493,Clear,Light,0,0
Ahmedabad,Lucknow,2023-05-17,Container,864,Clear,Light,1,2
Delhi,Pune,2023-01-08,Truck,510,Rain,Light,1,4
Bangalore,Kolkata,2023-10-03,Container,817,Clear,Moderate,1,1
Chennai,Delhi,2023-09-19,Container,338,Fog,Moderate,1,3
Chennai,Delhi,2023-10-23,Trailer,334,Clear,Light,1,4
Ahmedabad,Lucknow,2023-02-09,Lorry,620,Clear,Moderate,1,1
Pune,Mumbai,2023-08-30,Truck,609,Rain,Moderate,1,5
Pune,Bangalore,2023-12-07,Truck,1691,Clear,Moderate,1,3
Kolkata,Jaipur,2024-03-01,Trailer,1088,Clear,Moderate,1,1
Pune,Lucknow,2023-06-22,Trailer,1591,Fog,Moderate,1,3
Lucknow,Ahmedabad,2023-05-04,Container,1341,Clear,Light,0,0
Pune,Delhi,2023-05-17,Container,1369,Rain,Light,1,1
Pune,Jaipur,2024-03-09,Container,512,Clear,Moderate,1,1
Pune,Ahmedabad,2023-04-06,Truck,930,Clear,Moderate,1,3
Lucknow,Jaipur,2023-11-08,Trailer,1671,Rain,Heavy,1,3
Chennai,Mumbai,2023-09-14,Container,764,Clear,Moderate,1,1
Delhi,Jaipur,2023-01-22,Lorry,589,Clear,Moderate,1,5
Delhi,Pune,2023-10-19,Truck,1141,Clear,Moderate,1,1
Jaipur,Chennai,2023-09-25,Trailer,1093,Clear,Moderate,1,1
Lucknow,Mumbai,2023-04-13,Truck,531,Fog,Moderate,1,7
Pune,Ahmedabad,2023-12-19,Truck,1014,Storm,Moderate,1,4
Mumbai,Chennai,2024-05-29,Lorry,767,Clear,Light,0,0
Hyderabad,Ahmedabad,2023-08-06,Trailer,1099,Clear,Light,0,0
Jaipur,Bangalore,2023-03-08,Truck,317,Rain,Moderate,1,-2
Jaipur,Lucknow,2023-02-23,Container,1883,Clear,Light,0,0
